Weekday,Start Time,End Time,Role,Event Name,Event Abbreviation,Event Type,Event Description
Sunday,7:00 PM,7:50 PM,CN E,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,CN F,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,CN G,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,CN H,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,CN I,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,CN J,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,AC 5,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,AC 6,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,AC 7,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,AC 8,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,AC 9,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:00 PM,7:50 PM,AC 10,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,7:50 PM,8:00 PM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,CN C,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,7:50 PM,8:00 PM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:00 PM,8:15 PM,CN A,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,CN B,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,CN C,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,CN D,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,CN E,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,CN F,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,CN G,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,CN H,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,CN I,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,CN J,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,AC 5,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,AC 6,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,AC 7,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,AC 8,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,AC 9,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:00 PM,8:15 PM,AC 10,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Sunday,8:15 PM,9:15 PM,AC 1,Interviews,IN,duty,A specific duty or task: Interviews.
Sunday,8:15 PM,9:15 PM,AC 2,Interviews,IN,duty,A specific duty or task: Interviews.
Sunday,8:15 PM,9:15 PM,AC 3,Interviews,IN,duty,A specific duty or task: Interviews.
Sunday,8:15 PM,9:15 PM,AC 4,Interviews,IN,duty,A specific duty or task: Interviews.
Sunday,8:15 PM,9:15 PM,AC 5,Interviews,IN,duty,A specific duty or task: Interviews.
Sunday,8:15 PM,9:15 PM,AC 6,Interviews,IN,duty,A specific duty or task: Interviews.
Sunday,8:15 PM,9:15 PM,AC 7,Interviews,IN,duty,A specific duty or task: Interviews.
Sunday,8:15 PM,9:15 PM,AC 8,Interviews,IN,duty,A specific duty or task: Interviews.
Sunday,8:15 PM,9:15 PM,AC 9,Interviews,IN,duty,A specific duty or task: Interviews.
Sunday,8:15 PM,9:15 PM,AC 10,Interviews,IN,duty,A specific duty or task: Interviews.
Sunday,8:15 PM,9:55 PM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:15 PM,9:55 PM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:15 PM,9:55 PM,CN C,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:15 PM,9:55 PM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:15 PM,9:55 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:15 PM,9:55 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:15 PM,9:55 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:15 PM,9:55 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:15 PM,9:55 PM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,8:15 PM,9:55 PM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,9:15 PM,9:55 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,9:15 PM,9:55 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,9:15 PM,9:55 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,9:15 PM,9:55 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,9:15 PM,9:55 PM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,9:15 PM,9:55 PM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,9:15 PM,9:55 PM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,9:15 PM,9:55 PM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,9:15 PM,9:55 PM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Sunday,9:15 PM,9:55 PM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:00 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:00 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:00 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:00 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:00 AM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:00 AM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:00 AM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:00 AM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:00 AM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:00 AM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:30 AM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:30 AM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:30 AM,CN C,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:30 AM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:30 AM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:30 AM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:30 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:30 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:30 AM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,7:30 AM,9:30 AM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:00 AM,9:25 AM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:00 AM,9:25 AM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:00 AM,9:25 AM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:00 AM,9:25 AM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:00 AM,9:25 AM,AC 5,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:00 AM,9:25 AM,AC 6,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:00 AM,9:25 AM,AC 7,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:00 AM,9:25 AM,AC 8,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:00 AM,9:25 AM,AC 9,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:00 AM,9:25 AM,AC 10,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:25 AM,9:30 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:25 AM,9:30 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:25 AM,9:30 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:25 AM,9:30 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:25 AM,9:30 AM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:25 AM,9:30 AM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:25 AM,9:30 AM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:25 AM,9:30 AM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:25 AM,9:30 AM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:25 AM,9:30 AM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,9:30 AM,10:15 AM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,AC 5,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,AC 6,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,AC 7,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,AC 8,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,AC 9,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,AC 10,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,CN A,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,CN B,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,CN C,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,CN D,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,CN E,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,CN F,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,CN G,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,CN H,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,CN I,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,9:30 AM,10:15 AM,CN J,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Monday,10:15 AM,11:00 AM,AC 1,Interviews,IN,duty,A specific duty or task: Interviews.
Monday,10:15 AM,11:00 AM,AC 2,Interviews,IN,duty,A specific duty or task: Interviews.
Monday,10:15 AM,11:00 AM,AC 3,Interviews,IN,duty,A specific duty or task: Interviews.
Monday,10:15 AM,11:00 AM,AC 4,Interviews,IN,duty,A specific duty or task: Interviews.
Monday,10:15 AM,11:00 AM,AC 5,Interviews,IN,duty,A specific duty or task: Interviews.
Monday,10:15 AM,11:00 AM,AC 6,Interviews,IN,duty,A specific duty or task: Interviews.
Monday,10:15 AM,11:00 AM,AC 7,Interviews,IN,duty,A specific duty or task: Interviews.
Monday,10:15 AM,11:00 AM,AC 8,Interviews,IN,duty,A specific duty or task: Interviews.
Monday,10:15 AM,11:00 AM,AC 9,Interviews,IN,duty,A specific duty or task: Interviews.
Monday,10:15 AM,11:00 AM,AC 10,Interviews,IN,duty,A specific duty or task: Interviews.
Monday,10:15 AM,11:00 AM,CN A,Co-counselor Planning,CO,meeting,"Co-counselors meet to plan and discuss how they will carry out activities and assignments for the week, such as Meet Your Company, home evening, and gospel study."
Monday,10:15 AM,11:00 AM,CN B,Co-counselor Planning,CO,meeting,"Co-counselors meet to plan and discuss how they will carry out activities and assignments for the week, such as Meet Your Company, home evening, and gospel study."
Monday,10:15 AM,11:00 AM,CN C,Co-counselor Planning,CO,meeting,"Co-counselors meet to plan and discuss how they will carry out activities and assignments for the week, such as Meet Your Company, home evening, and gospel study."
Monday,10:15 AM,11:00 AM,CN D,Co-counselor Planning,CO,meeting,"Co-counselors meet to plan and discuss how they will carry out activities and assignments for the week, such as Meet Your Company, home evening, and gospel study."
Monday,10:15 AM,11:00 AM,CN E,Co-counselor Planning,CO,meeting,"Co-counselors meet to plan and discuss how they will carry out activities and assignments for the week, such as Meet Your Company, home evening, and gospel study."
Monday,10:15 AM,11:00 AM,CN F,Co-counselor Planning,CO,meeting,"Co-counselors meet to plan and discuss how they will carry out activities and assignments for the week, such as Meet Your Company, home evening, and gospel study."
Monday,10:15 AM,11:00 AM,CN G,Co-counselor Planning,CO,meeting,"Co-counselors meet to plan and discuss how they will carry out activities and assignments for the week, such as Meet Your Company, home evening, and gospel study."
Monday,10:15 AM,11:00 AM,CN H,Co-counselor Planning,CO,meeting,"Co-counselors meet to plan and discuss how they will carry out activities and assignments for the week, such as Meet Your Company, home evening, and gospel study."
Monday,10:15 AM,11:00 AM,CN I,Co-counselor Planning,CO,meeting,"Co-counselors meet to plan and discuss how they will carry out activities and assignments for the week, such as Meet Your Company, home evening, and gospel study."
Monday,10:15 AM,11:00 AM,CN J,Co-counselor Planning,CO,meeting,"Co-counselors meet to plan and discuss how they will carry out activities and assignments for the week, such as Meet Your Company, home evening, and gospel study."
Monday,11:00 AM,12:00 PM,AC 1,Lunch/Check-In Set Up,CH,duty,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,AC 2,Lunch/Check-In Set Up,CH,duty,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,AC 3,Lunch/Check-In Set Up,CH,duty,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,AC 4,Music Performance Coordinator (Singers),MU,duty,A specific duty or task: Music Performance Coordinator (Singers).
Monday,11:00 AM,2:30 PM,AC 5,Check-In Coordinator,CH,duty,A specific duty or task: Check-In Coordinator.
Monday,11:00 AM,12:00 PM,AC 6,Lunch/Check-In Set Up,CH,duty,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,AC 7,Lunch/Check-In Set Up,CH,duty,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,AC 8,Lunch/Check-In Set Up,CH,duty,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,2:30 PM,AC 9,Bus Arrival,BU,duty,A specific duty or task: Bus Arrival.
Monday,11:00 AM,12:00 PM,AC 10,Counselor Dance,CO,duty,A specific duty or task: Counselor Dance.
Monday,11:00 AM,12:00 PM,CN A,Lunch/Check-In Set Up,CH,duty,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,CN B,Lunch/Check-In Set Up,CH,break,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,CN C,Lunch/Check-In Set Up,CH,break,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,CN D,Lunch/Check-In Set Up,CH,break,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,CN E,Lunch/Check-In Set Up,CH,break,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,CN F,Lunch/Check-In Set Up,CH,break,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,CN G,Lunch/Check-In Set Up,CH,break,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,CN H,Lunch/Check-In Set Up,CH,break,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,CN I,Lunch/Check-In Set Up,CH,break,A specific duty or task: Check-In Set Up.
Monday,11:00 AM,12:00 PM,CN J,Lunch/Check-In Set Up,CH,break,A specific duty or task: Check-In Set Up.
Monday,12:00 PM,2:30 PM,AC 1,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,AC 2,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,AC 3,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,AC 4,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,AC 6,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,AC 7,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,AC 8,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,AC 10,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,CN A,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,CN B,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,CN C,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,CN D,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,CN E,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,CN F,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,CN G,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,CN H,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,CN I,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,12:00 PM,2:30 PM,CN J,Check-In Support,CH,duty,A specific duty or task: Check-In Support.
Monday,2:30 PM,6:00 PM,AC 1,Site-office,SI,duty,A specific duty or task: Site-office.
Monday,2:30 PM,4:30 PM,AC 2,Site-office,SI,duty,A specific duty or task: Site-office.
Monday,2:30 PM,3:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,2:30 PM,3:30 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,2:30 PM,3:30 PM,AC 5,Time-off,OF,break,Scheduled break or personal time away from duties.
Monday,2:30 PM,3:30 PM,AC 6,Time-off,OF,break,Scheduled break or personal time away from duties.
Monday,2:30 PM,3:30 PM,AC 7,Time-off,OF,break,Scheduled break or personal time away from duties.
Monday,2:30 PM,3:30 PM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Monday,2:30 PM,3:30 PM,AC 9,Time-off,OF,break,Scheduled break or personal time away from duties.
Monday,2:30 PM,3:45 PM,AC 10,Orientation Prep,OR,duty,Activity related to participant orientation.
Monday,3:30 PM,3:45 PM,AC 3,Seating Support,SE,duty,A specific duty or task: Seating Support.
Monday,3:30 PM,3:45 PM,AC 4,Seating Support,SE,duty,A specific duty or task: Seating Support.
Monday,3:30 PM,3:45 PM,AC 5,Seating Support,SE,duty,A specific duty or task: Seating Support.
Monday,3:30 PM,3:45 PM,AC 6,Seating Support,SE,duty,A specific duty or task: Seating Support.
Monday,3:30 PM,3:45 PM,AC 7,Seating Support,SE,duty,A specific duty or task: Seating Support.
Monday,3:30 PM,3:45 PM,AC 8,Seating Support,SE,duty,A specific duty or task: Seating Support.
