,CN A,CN B,CN C,CN D,CN E,CN F,CN G,CN H,AC 1,AC 2,AC 3,AC 4,AC 5,AC 6,AC 7,AC 8
12:45,,,,Time-off,Variety Show Support,Lunch Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Lunch Coordinator
12:50,,,,Time-off,Variety Show Support,Lunch Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Lunch Coordinator
12:55,,,,Time-off,Variety Show Support,Lunch Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Lunch Coordinator
1:00,,,,Time-off,Variety Show Support,Lunch Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Lunch Coordinator
1:05,,,,Time-off,Variety Show Support,Lunch Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Lunch Coordinator
1:10,,,,Time-off,Variety Show Support,Lunch Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Lunch Coordinator
1:15,,,,Time-off,Variety Show Support,Lunch Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Lunch Coordinator
1:20,,,,Time-off,Variety Show Support,Lunch Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Lunch Coordinator
1:25,,,,Time-off,Variety Show Support,Lunch Support,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Lunch Coordinator
1:30,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
1:35,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
1:40,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
1:45,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
1:50,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
1:55,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:00,,Time-off,Time-off,,Variety Show Support,,,Time-off,Seating Support,Time-off,Seating Support,Seating Support,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:05,,Time-off,Time-off,,Variety Show Support,,,Time-off,Seating Support,Time-off,Seating Support,Seating Support,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:10,,Time-off,Time-off,,Variety Show Support,,,Time-off,Seating Support,Time-off,Seating Support,Seating Support,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:15,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:20,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:25,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:30,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:35,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:40,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:45,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:50,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
2:55,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
3:00,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
3:05,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
3:10,,Time-off,Time-off,,Variety Show Support,,,Time-off,,Time-off,,,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
3:15,,Time-off,Time-off,,Variety Show Support,,,Time-off,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
3:20,,Time-off,Time-off,,Variety Show Support,,,Time-off,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
3:25,,Time-off,Time-off,,Variety Show Support,,,Time-off,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Variety Show Coordinator,Variety Show Coordinator,Site-Office,Time-off
3:30,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Meeting,Meeting,Site-Office,Meeting
3:35,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Meeting,Meeting,Site-Office,Meeting
3:40,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Meeting,Meeting,Site-Office,Meeting
3:45,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Meeting,Meeting,Site-Office,Meeting
3:50,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Meeting,Meeting,Site-Office,Meeting
3:55,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Meeting,Meeting,Site-Office,Meeting
4:00,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,
4:05,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,
4:10,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,
4:15,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
4:20,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
4:25,,Flex Time Support,,Flex Time Support,,,,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
4:30,,Flex Time Support,,Flex Time Support,Time-off,,,Dinner Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
4:35,,Flex Time Support,,Flex Time Support,Time-off,,,Dinner Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
4:40,,Flex Time Support,,Flex Time Support,Time-off,,,Dinner Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
4:45,,Flex Time Support,,Flex Time Support,Time-off,,,Dinner Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
4:50,,Flex Time Support,,Flex Time Support,Time-off,,,Dinner Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
4:55,,Flex Time Support,,Flex Time Support,Time-off,,,Dinner Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:00,,,,,Time-off,,,Dinner Support,Time-off,Time-off,Time-off,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:05,,,,,Time-off,,,Dinner Support,Time-off,Time-off,Time-off,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:10,,,,,Time-off,,,Dinner Support,Time-off,Time-off,Time-off,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:15,,,,,Time-off,,,Dinner Support,Time-off,Time-off,Time-off,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:20,,,,,Time-off,,,Dinner Support,Time-off,Time-off,Time-off,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:25,,,,,Time-off,,,Dinner Support,Time-off,Time-off,Time-off,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:30,,,,,Time-off,,,Dinner Support,Time-off,Time-off,Time-off,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:35,,,,,Time-off,,,Dinner Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:40,,,,,Time-off,,,Dinner Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:45,,,,,Time-off,,,Dinner Support,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Flex Time Coordinator,Time-off,Time-off,Site-Office,Dinner Coordinator
5:50,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,,Site-Office,Dinner Coordinator
5:55,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,,Site-Office,Dinner Coordinator
6:00,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,,Time-off,Site-Office
6:05,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,Seating Support,Time-off,Site-Office
6:10,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,Seating Support,Time-off,Site-Office
6:15,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,Seating Support,Time-off,Site-Office
6:20,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,Time-Off,Time-off,Site-Office
6:25,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,Time-Off,Time-off,Site-Office
6:30,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,Time-Off,Time-off,Site-Office
6:35,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,Time-Off,Time-off,Site-Office
6:40,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,Time-Off,Time-off,Site-Office
6:45,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,Time-Off,Time-off,Site-Office
6:50,Time-off,,,Time-off,,,Time-off,,Musical Program Coordinator,Musical Program Coordinator,Musical Program Coordinator,Time-off,Time-off,Time-Off,Time-off,Site-Office
6:55,Time-off,,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Time-Off,Time-off,Site-Office
7:00,Time-off,,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Time-Off,Time-off,Site-Office
7:05,Time-off,,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Time-Off,Time-off,Site-Office
7:10,Time-off,,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Time-Off,Time-off,Site-Office
7:15,Time-off,,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Testimony Rooms,Time-off,Site-Office
7:20,Time-off,,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Testimony Rooms,Time-off,Site-Office
7:25,Time-off,,,Time-off,,,Time-off,,Time-off,Time-off,Time-off,Time-off,,Testimony Rooms,Time-off,Site-Office
7:30,,,,,,,,,Time-off,Time-off,Time-off,Time-off,,Testimony Rooms,Time-off,Site-Office
7:35,,,,,,,,,Time-off,Time-off,Time-off,Time-off,,Testimony Rooms,Time-off,Site-Office
7:40,,,,,,,,,Time-off,Time-off,Time-off,Time-off,,Testimony Rooms,,Site-Office
7:45,,,,,,,,,Time-off,Time-off,Time-off,Time-off,,Testimony Rooms,,Site-Office
7:50,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
7:55,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:00,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:05,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:10,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:15,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:20,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:25,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:30,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:35,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:40,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:45,,,,,,,,,,,Time-off,Time-off,,Testimony Rooms,,Site-Office
8:50,,,,,,,,,Travel Assist,Travel Assist,Travel Assist,Travel Assist,Travel Assist,Travel Assist,Travel Assist,Site-Office
8:55,,,,,,,,,Travel Assist,Travel Assist,Travel Assist,Travel Assist,Travel Assist,Travel Assist,Travel Assist,Site-Office
9:00,,,,,,,,,,,,,,,,Site-Office
9:05,,,,,,,,,,,,,,,,Site-Office
9:10,,,,,,,,,,,,,,,,Site-Office
9:15,,,,,,,,,,,,,,,,Site-Office
9:20,,,,,,,,,,,,,,,,Site-Office
9:25,,,,,,,,,,,,,,,,Site-Office
9:30,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-Office
9:35,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-Office
9:40,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-Office
9:45,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-Office
9:50,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-Office
9:55,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-Office
10:00,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-Office
10:05,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-Office
10:10,,,,,,,,,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Site-Office
10:15,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out
10:20,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out
10:25,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out,Lights Out
Friday,,,,,,,,,,,,,,,,
6:00,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:05,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:10,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:15,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:20,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:25,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:30,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:35,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:40,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:45,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:50,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
6:55,,,,,,,,,,Exercise Coordinator,,,,,,Exercise Coordinator
7:00,,,,,,,,,,,,,,,,
7:05,,,,,,,,,,,,,,,,
7:10,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting
7:15,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting,AC/CN Meeting
7:20,,,,,,,,,,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
7:25,,,,,,,,,,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
7:30,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
7:35,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
7:40,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
7:45,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
7:50,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
7:55,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
8:00,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
8:05,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
8:10,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
8:15,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
8:20,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
8:25,,,,,,,,,Site Office,Time-off,Breakfast Support,Breakfast Support,Breakfast Coordinator,Breakfast Support,Breakfast Support,Time-off
8:30,,,,,,,,,Site Office,,,,,,,
8:35,,,,,,,,,Site Office,,,,,,,
8:40,,,,,,,,,Site Office,,,,,,,
8:45,,,,,,,,,Site Office,,,,,,,
8:50,,,,,,,,,Site Office,,,,,,,
8:55,,,,,,,,,Site Office,,,,,,,
9:00,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,Time-off,Time-off,,,,Time-off,Time-off
9:05,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,Time-off,Time-off,,,,Time-off,Time-off
9:10,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,Time-off,Time-off,,,,Time-off,Time-off
9:15,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,Time-off,Time-off,Music Performance Coordinator (Singers),,,Time-off,Time-off
9:20,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,Time-off,Time-off,Music Performance Coordinator (Singers),,,Time-off,Time-off
9:25,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,Time-off,Time-off,Music Performance Coordinator (Singers),,,Time-off,Time-off
9:30,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,Seating Support,Seating Support,Music Performance Coordinator (Singers),Seating Support,Seating Support,Seating Support,Seating Support
9:35,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,Seating Support,Seating Support,Music Performance Coordinator (Singers),Seating Support,Seating Support,Seating Support,Seating Support
9:40,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,Seating Support,Seating Support,Music Performance Coordinator (Singers),Seating Support,Seating Support,Seating Support,Seating Support
9:45,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,,Time-off,Music Performance Coordinator (Singers),,Hallway Supervision,,
9:50,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,,Time-off,Music Performance Coordinator (Singers),,Hallway Supervision,,
9:55,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,,Time-off,Music Performance Coordinator (Singers),,Hallway Supervision,,
10:00,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,,Time-off,Music Performance Coordinator (Singers),,Hallway Supervision,,
10:05,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,,Time-off,Music Performance Coordinator (Singers),,Hallway Supervision,,
10:10,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,,Time-off,Music Performance Coordinator (Singers),,Hallway Supervision,,
10:15,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,,Time-off,Music Performance Coordinator (Singers),,Hallway Supervision,,
10:20,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,,Time-off,Music Performance Coordinator (Singers),,Hallway Supervision,,
10:25,,Time-off,Time-off,,Time-off,,,Time-off,Site Office,,Time-off,Music Performance Coordinator (Singers),,Hallway Supervision,,
10:30,,,,,,,,,Site Office,,Time-off,,,Time-off,,
10:35,,,,,,,,,Site Office,,Time-off,,,Time-off,,
10:40,,,,,,,,,Site Office,,Time-off,,,Time-off,,
10:45,,,,,,,,,Site Office,,Time-off,,,Time-off,,
10:50,,,,,,,,,Site Office,,Time-off,,,Time-off,,
10:55,,,,,,,,,Site Office,,Time-off,,,Time-off,,
11:00,,,,,,,,,Site Office,,Time-off,,Time-off,Time-off,,
11:05,,,,,,,,,Site Office,,Time-off,,Time-off,Time-off,,
11:10,,,,,,,,,Site Office,,Time-off,,Time-off,Time-off,,
11:15,,,,,,,,,Site Office,,Time-off,,Time-off,Time-off,,
11:20,,,,,,,,,Site Office,,Time-off,,Time-off,Time-off,,
11:25,,,,,,,,,Site Office,,Time-off,,Time-off,Time-off,,
11:30,,,,,,,,,Site Office,,Time-off,,Time-off,,,
11:35,,,,,,,,,Site Office,,Time-off,,Time-off,,,
11:40,,,,,,,,,Site Office,,Time-off,,Time-off,,,
11:45,,,,,,,,,Site Office,,Time-off,,Time-off,,,
11:50,,,,,,,,,Site Office,,Time-off,,Time-off,,,
11:55,,,,,,,,,Site Office,,Time-off,,Time-off,,,
12:00,,,,,,,,,Site Office,,Time-off,,Time-off,,,
12:05,,,,,,,,,Site Office,,Time-off,,Time-off,,,
12:10,,,,,,,,,Site Office,,Time-off,,Time-off,,,
12:15,,,,,,,,,Site Office,,Time-off,,Time-off,Lunch Coordinator,,
12:20,,,,,,,,,Site Office,,Time-off,,Time-off,Lunch Coordinator,,
12:25,,,,,,,,,Site Office,,Time-off,,Time-off,Lunch Coordinator,,
12:30,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
12:35,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
12:40,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
12:45,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
12:50,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
12:55,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
1:00,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
1:05,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
1:10,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
1:15,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
1:20,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
1:25,,Time-off,,,,Lunch Support,,Time-off,Time-off,Showcase Support,Site Office,,Showcase Support,Lunch Coordinator,Slideshow,Showcase Coordinator
1:30,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,Seating Support,Showcase Support,Time-off,Slideshow,Showcase Coordinator
1:35,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,Seating Support,Showcase Support,Time-off,Slideshow,Showcase Coordinator
1:40,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,Seating Support,Showcase Support,Time-off,Slideshow,Showcase Coordinator
1:45,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
1:50,Time-off,,,Time-off,,Time-off,Time-off,,Time-off,Showcase Support,Site Office,,Showcase Support,Time-off,Slideshow,Showcase Coordinator
